session_depth;demo.guru99.com%3D2%7C224278574%3D2;demo.guru99.com;/;Mon Jun 17 17:40:58 IST 2019;false
bfp_sn_pl;1560771649_535962924046;.guru99.com;/;Mon Jun 17 17:40:58 IST 2019;false
bafp;c10f82f0-90f4-11e9-8503-0d4148c50ab4;.demo.guru99.com;/;Tue Dec 31 05:30:00 IST 2030;false
_ga;GA1.2.1222327813.1560771649;.guru99.com;/;Wed Jun 16 17:10:58 IST 2021;false
_gat_gtag_UA_1248015_24;1;.guru99.com;/;Mon Jun 17 17:11:48 IST 2019;false
bfp_sn_rf_8b2087b102c9e3e5ffed1c1478ed8b78;Direct;.guru99.com;/;Tue Dec 31 05:30:00 IST 2030;false
Selenium;abc123;demo.guru99.com;/test/cookie;null;false
bfp_sn_rt_8b2087b102c9e3e5ffed1c1478ed8b78;1560771649247;.guru99.com;/;Tue Dec 31 05:30:00 IST 2030;false
_gid;GA1.2.1727133131.1560771649;.guru99.com;/;Tue Jun 18 17:10:58 IST 2019;false
